Timestamp,UUID,Who would you most want to have dinner with?,I believe AGI is likely within the next 10 years.,I would most want to work at:,I prefer working solo rather than on large collaborations.,Your model training style is closest to:,Most current AI benchmarks are meaningless.,Your research style is most like:,We should slow down AI progress until safety is better understood.,I believe creativity is more important than rigor in research.,Your favorite kind of contribution:,"If my paper gets rejected, I assume the reviewers misunderstood it.","I regularly abandon ideas that don’t show quick promise.
",What is your favorite ML related podcast?,I’d rather build a working prototype than write a perfect paper.,What is the primary bottleneck right now?,Which statement do you most agree with?,What are you interested in outside of your research and career?,What is your field of research and what field are you most interested in branching out into?,"I want to be e-mailed about future matches with people attending other AI research conferences (ICLR, CVPR, ICML, etc.)."
12/5/2025 16:07:28,a3dabca2-6d65-cd4f-41b0-2dc1453aa62f,Kaiming He,5,Google DeepMind,5,"Train now, analyze later",3,Synthesizer: I connect ideas from many fields,3,2,Codebase that actually runs,3,2,Lex Fridman,4,Data: We have run out of quality human text.,Solving protein folding is worth more than a better chatbot.,Basketball and cocktails ,Currently work on Multimodal fine grained image generation for long-tail distributions and moving onto video generation ,Yes
12/5/2025 16:08:11,a1859e90-7bb2-afa5-48eb-37833a497912,Ilya Sutskever,2,My Own Startup,2,Careful tuning of every hyperparameter,5,Synthesizer: I connect ideas from many fields,1,3,New model architecture,3,2,None,4,"Intelligence: The models aren't actually smart, they just memorize.",Solving protein folding is worth more than a better chatbot.,I like traveling and learning guitar,Causal Inference is my field of research and I am most likely to branch out into intersection of causal inference and quantum computing,Yes
12/5/2025 16:08:52,eb571079-1a2a-085a-4811-d368a8fcd70f,Andrew Ng,3,Tesla/SpaceX/xAI,3,Careful tuning of every hyperparameter,3,"Hacker: try stuff, see what sticks",2,4,Codebase that actually runs,2,2,None,5,"Intelligence: The models aren't actually smart, they just memorize.",Solving protein folding is worth more than a better chatbot.,Industry conversion ,"Positional encoding, ?",No
12/5/2025 16:12:01,8ec9df2b-fbe4-e068-72ca-2ab7cea0cc12,Andrej Karpathy,5,OpenAI,2,"Train now, analyze later",4,"Philosopher: abstract, first-principles reasoning",1,1,Better loss function,5,4,None,1,"Intelligence: The models aren't actually smart, they just memorize.","We are hitting the data wall, reasoning is the new frontier.","Counter Strike, skydive (anyone interested in SD?) and all sorts of extreme sports. ",current: llm post-training and alignment | synthetic data. branch-out: I want to work on algorithms / physics of language models.,Yes
12/5/2025 16:14:11,0cf225e3-2efd-05dd-87ab-45f93fda151a,Fei‑Fei Li,2,Research lab at a top university,4,Careful tuning of every hyperparameter,3,"Hacker: try stuff, see what sticks",3,2,Codebase that actually runs,2,4,None,4,Data: We have run out of quality human text.,Solving protein folding is worth more than a better chatbot.,"cute cafes, boba, and k-12 teaching / education","currently in multimodal modeling, i'm interested / hope to work on AI in education in the future",
12/5/2025 16:17:16,18765938-793a-5f6b-1a5d-960386b0bba6,Kaiming He,4,My Own Startup,2,"Write the paper first, train when the rebuttal comes",4,Synthesizer: I connect ideas from many fields,2,2,Deep theoretical insight,2,2,Machine Learning Street Talk,4,"Intelligence: The models aren't actually smart, they just memorize.",Inductive bias is not a dirty word.,"Gaming, volleyball, exploring, climbing, music","NAS and MLOps, I am interested in Causal AI and Interpretability.",Yes
12/5/2025 16:19:56,0476939b-ad2a-9c40-0e6f-bc7e49e89a64,Richard Sutton,3,Research lab at a top university,3,Careful tuning of every hyperparameter,3,"Philosopher: abstract, first-principles reasoning",2,3,Deep theoretical insight,2,2,None,1,"Intelligence: The models aren't actually smart, they just memorize.",Inductive bias is not a dirty word.,"ultimate frisbee, chess, jazz ","probabilistic machine learning -> stochastic differential equations, complex analysis",Yes
12/5/2025 16:22:20,018f19e0-9c00-3036-2752-8dcca9326a5e,Andrej Karpathy,1,Research lab at a top university,2,"Write the paper first, train when the rebuttal comes",5,"Philosopher: abstract, first-principles reasoning",1,5,Deep theoretical insight,2,4,None,3,"Intelligence: The models aren't actually smart, they just memorize.",Inductive bias is not a dirty word.,"Football, tennis, swimming, guitar, pétanque ","Differential Privacy, Multi-armed bandits",Yes
12/5/2025 16:25:29,8dd84081-cb46-5806-0f35-f04df7d0bd2d,Richard Sutton,2,Google DeepMind,2,Careful tuning of every hyperparameter,3,"Philosopher: abstract, first-principles reasoning",3,3,Better loss function,1,2,None,2,"Intelligence: The models aren't actually smart, they just memorize.","We are hitting the data wall, reasoning is the new frontier.",,,No
12/5/2025 16:34:06,9518470f-f599-5614-3c12-1d703594b57d,Fei‑Fei Li,3,Anthropic,4,Grid search and prayer,3,"Philosopher: abstract, first-principles reasoning",4,5,New model architecture,2,2,The Dwarkesh Podcast,4,"Intelligence: The models aren't actually smart, they just memorize.",Solving protein folding is worth more than a better chatbot.,"music 
running
matcha
giving back to my community ","Model architecture 
interested in branching further into ai for science / protein folding ",Yes
12/5/2025 16:35:18,2019a02f-2d3e-04e8-4ffb-ce8df627f2b7,Yann LeCun,2,Anthropic,3,"Write the paper first, train when the rebuttal comes",5,"Curator: I love organizing, benchmarking, and visualizing",2,3,Cool dataset,1,3,None,4,Compute: NVIDIA doesn't make enough H100s/Blackwells.,"We are hitting the data wall, reasoning is the new frontier.","aerial, climbing, improv, comedy, running, scuba diving, swimming, ... ",interpretability & safety ,Yes
12/5/2025 16:39:04,1d12976d-95f6-0fd4-9f6e-3d978cd55814,Elon Musk,1,Google DeepMind,3,Copy whatever works on Twitter,4,Synthesizer: I connect ideas from many fields,1,5,Codebase that actually runs,3,4,Machine Learning Street Talk,5,"Intelligence: The models aren't actually smart, they just memorize.",Solving protein folding is worth more than a better chatbot.,"Spirituality, Buddhism Hinduism, Iron Man, martial arts, EDM festivals, love, motorcycles, adrenaline meditation, bio, hacking growth","Code generation, computer vision, neuroscience, representation learning",Yes
12/5/2025 16:39:52,a7f9a34e-3f21-7d4e-5b83-efaca34a7c95,Kaiming He,4,Google DeepMind,2,Careful tuning of every hyperparameter,4,Synthesizer: I connect ideas from many fields,1,3,Deep theoretical insight,2,4,The Dwarkesh Podcast,4,Data: We have run out of quality human text.,Solving protein folding is worth more than a better chatbot.,"Playing Squash/Pickleball, Reading books, Watching Anime",Favourite: Efficient Reasoning to Branching: Learning Theory,Yes
12/5/2025 17:14:31,be712169-aa1e-2f53-236f-2342fde267ae,Dario Amodei,3,Anthropic,4,"Write the paper first, train when the rebuttal comes",2,"Philosopher: abstract, first-principles reasoning",2,4,Codebase that actually runs,2,2,Latent Space,2,Data: We have run out of quality human text.,"We are hitting the data wall, reasoning is the new frontier.",,,
12/5/2025 17:16:15,b4e040aa-da8d-4abd-b7ed-d1aa5cff565e,Yann LeCun,2,My Own Startup,1,Careful tuning of every hyperparameter,5,"Philosopher: abstract, first-principles reasoning",3,3,Deep theoretical insight,5,1,Lex Fridman,5,"Intelligence: The models aren't actually smart, they just memorize.",Inductive bias is not a dirty word.,food ,computational neuroscience,No
12/5/2025 17:16:23,3ff10fb7-be67-2d6a-00da-b42d47363bd0,Sam Altman,3,Google DeepMind,4,Grid search and prayer,3,Synthesizer: I connect ideas from many fields,1,4,Cool dataset,4,2,None,2,Data: We have run out of quality human text.,"We are hitting the data wall, reasoning is the new frontier.","ttrave, music",LLMs,Yes
12/5/2025 17:17:10,d894391f-4c3e-1ddc-c80f-fe060bd0d8fd,Demis Hassabis,2,Mid-sized Startup,3,"Train now, analyze later",4,"Hacker: try stuff, see what sticks",3,4,Cool dataset,2,4,The Dwarkesh Podcast,2,"Intelligence: The models aren't actually smart, they just memorize.",Solving protein folding is worth more than a better chatbot.,"Food, dogs, and games","Human data, would like to do more RL",Yes
12/5/2025 17:21:09,2857eb85-9880-94f2-45e8-e3eb1db34459,Elon Musk,2,Anthropic,2,"Train now, analyze later",4,Synthesizer: I connect ideas from many fields,4,5,New model architecture,4,2,The Dwarkesh Podcast,4,"Intelligence: The models aren't actually smart, they just memorize.",Scale is all you need.,"Writing hard science fiction, AI music (used to run the second largest AI app on Discord, which did AI music tooling), I like reading non-ML research papers in health and social sciences to optimise random stuff in my life (I read research on fashion, sociology, gender studies etc.), also daytrading hardware stocks, and i used to do climate protests.

I have lots of hobbies bc ADHD.",End-to-end agentic/autonomous commerce -> Interpretable model architectures,Yes
12/5/2025 17:36:47,c17f0658-dc1c-4e54-c3de-a7c9a083894a,Jay Z,3,Mid-sized Startup,2,Grid search and prayer,5,Synthesizer: I connect ideas from many fields,3,2,Codebase that actually runs,5,2,None,5,Compute: NVIDIA doesn't make enough H100s/Blackwells.,"We are hitting the data wall, reasoning is the new frontier.",Sleeping,,No
12/5/2025 17:40:16,b6739c93-3887-d9ee-2041-6980d5fab1c7,Ilya Sutskever,4,Google DeepMind,4,"Train now, analyze later",3,Engineer: build systems that actually work,3,3,Codebase that actually runs,3,3,The Dwarkesh Podcast,4,Data: We have run out of quality human text.,"We are hitting the data wall, reasoning is the new frontier.","Arts an crafts, basketball, cricket",large language models,Yes
12/5/2025 17:42:44,fb5d00ed-9f4d-aff9-ff20-04db59cd7333,Noam Shazeer,3,My Own Startup,3,"Train now, analyze later",4,"Philosopher: abstract, first-principles reasoning",1,5,New model architecture,1,3,Interconnects,5,"Intelligence: The models aren't actually smart, they just memorize.","We are hitting the data wall, reasoning is the new frontier.","Combat sports, event curation, community building ",Architecture -> posttraining,Yes
12/5/2025 17:46:55,aa34b38e-ccf3-0435-b458-39b55f9bd8b0,Kaiming He,1,My Own Startup,2,Grid search and prayer,5,Theorist: math is the real lens of truth,1,4,Deep theoretical insight,5,1,None,4,"Intelligence: The models aren't actually smart, they just memorize.",Inductive bias is not a dirty word.,"Food, cooking, running, swimming, karaoke, singing","Scaling laws and generalization, training acceleration",Yes
12/5/2025 18:05:28,91e5d617-7ab2-0dfd-9820-67775ab48cd1,Elon Musk,2,Meta FAIR,4,"Write the paper first, train when the rebuttal comes",4,"Curator: I love organizing, benchmarking, and visualizing",1,5,Codebase that actually runs,3,4,Lex Fridman,2,"Intelligence: The models aren't actually smart, they just memorize.","We are hitting the data wall, reasoning is the new frontier.","Movies, politics, history, gym ","Computer vision and multimodal learning, would love to branch into generative modeling ",Yes
12/5/2025 18:45:34,c817e5e3-db89-050d-860e-9506148e0c19,Richard Sutton,1,My Own Startup,2,Careful tuning of every hyperparameter,4,Theorist: math is the real lens of truth,3,4,Deep theoretical insight,4,2,Lex Fridman,5,"Intelligence: The models aren't actually smart, they just memorize.","We are hitting the data wall, reasoning is the new frontier.",Sports,"ML Theory, Explanabiliry",Yes
12/5/2025 18:49:02,5e67ec81-c42a-c577-aa30-f0919ebff972,Andrew Ng,3,Fintech,4,Careful tuning of every hyperparameter,4,Theorist: math is the real lens of truth,3,4,Deep theoretical insight,1,3,None,4,"Intelligence: The models aren't actually smart, they just memorize.","If it doesn't fit on a single GPU, it doesn't exist.",Surfing and hiking,Learning augmented algorithms. Applications based ML,"Yes, No"
12/5/2025 18:49:05,d212b093-b119-dc95-50af-f4d5e17c5af9,Andrew Ng,2,Mid-sized Startup,4,"Train now, analyze later",4,Theorist: math is the real lens of truth,3,5,Meme-worthy figures,3,2,None,2,"Intelligence: The models aren't actually smart, they just memorize.",p(doom) is > 10%; we must pause giant runs.,Anything with a board and good days outside,"I work in theory, machine learning augmented algorithms and I’d like to branch out to ml and combinatorial optimization.",Yes
12/5/2025 19:00:54,a146c3b6-4359-fa76-47f1-6228f66da194,Noam Shazeer,1,My Own Startup,3,"Train now, analyze later",5,Synthesizer: I connect ideas from many fields,3,4,Deep theoretical insight,3,1,None,2,Data: We have run out of quality human text.,Solving protein folding is worth more than a better chatbot.,Fitness and biohacking and psychology ,"Diffusion models, biology ",Yes
12/5/2025 19:10:56,302decf4-a422-34a7-96da-5421dd0b3e98,Demis Hassabis,2,Research lab at a top university,1,Grid search and prayer,4,"Hacker: try stuff, see what sticks",3,2,Codebase that actually runs,3,4,No Priors,1,"Intelligence: The models aren't actually smart, they just memorize.","We are hitting the data wall, reasoning is the new frontier.","Weightlifting, philosophy, human biology","Robustness and trustworthy ML, branch into ML for healthcare/ drug discovery",Yes
12/5/2025 19:34:01,de7026c4-fb9b-de12-d36d-9b0e85ef2911,Elon Musk,3,My Own Startup,3,Copy whatever works on Twitter,3,"Philosopher: abstract, first-principles reasoning",1,3,Deep theoretical insight,1,3,None,5,"Intelligence: The models aren't actually smart, they just memorize.",,,,Yes
12/5/2025 19:42:04,a76dbc3a-95c4-5b72-e75c-c01237656c58,,1,Mid-sized Startup,3,Careful tuning of every hyperparameter,4,Synthesizer: I connect ideas from many fields,3,2,Better loss function,3,4,No Priors,4,"Intelligence: The models aren't actually smart, they just memorize.",Inductive bias is not a dirty word.,Psychiatric theories of the mind ,NeuroAI,Yes
12/5/2025 19:45:00,75ac58e3-e010-6650-994b-315a6ad4c525,Elon Musk,4,Google DeepMind,1,"Train now, analyze later",3,"Hacker: try stuff, see what sticks",2,5,Meme-worthy figures,2,5,The Dwarkesh Podcast,5,Energy: We can't build power plants fast enough.,Inductive bias is not a dirty word.,,,Yes
12/5/2025 19:47:55,d6a9f438-cd6b-0059-d43b-49e561850142,Ilya Sutskever,4,Research lab at a top university,2,"Write the paper first, train when the rebuttal comes",3,Synthesizer: I connect ideas from many fields,3,4,Deep theoretical insight,3,4,The Dwarkesh Podcast,2,Data: We have run out of quality human text.,"We are hitting the data wall, reasoning is the new frontier.","Philosophy of science, books, movies, himing, surfing, running.","Information theory, dynamical systems theory, developmental biology, morphogenesis, generative models. Interested in leveraging insights from information theory to reach the next frontier.",Yes
12/5/2025 20:03:41,64e0460d-2dac-a889-f545-7f4dcadf4579,Ilya Sutskever,4,Anthropic,2,Grid search and prayer,4,Synthesizer: I connect ideas from many fields,2,4,Codebase that actually runs,4,3,,4,Data: We have run out of quality human text.,"We are hitting the data wall, reasoning is the new frontier.","Creative writing, movies, books, memes!","Behavioral Science + AI, Multi Agent Systems, Social Simulations ",Yes
12/5/2025 20:06:28,ec0c9e79-a8e0-f805-089b-0290e84a7d8c,Fei‑Fei Li,2,My Own Startup,3,Careful tuning of every hyperparameter,5,Engineer: build systems that actually work,2,3,Codebase that actually runs,4,4,No Priors,5,Energy: We can't build power plants fast enough.,"We are hitting the data wall, reasoning is the new frontier.",Travel,Reasoning to social intelligence,Yes
12/5/2025 21:05:52,759ef2a6-62a7-fffe-c01e-c3c6b9f256d9,Andrej Karpathy,3,My Own Startup,2,Grid search and prayer,4,Engineer: build systems that actually work,3,5,Codebase that actually runs,4,4,Lex Fridman,5,"Intelligence: The models aren't actually smart, they just memorize.","If it doesn't fit on a single GPU, it doesn't exist.",Reinvent society ,"General Robotics, robot learning",Yes
12/5/2025 21:13:08,ae30103e-3184-7df0-6683-fd477c12dd91,Kaiming He,2,NVIDIA,4,Grid search and prayer,5,Engineer: build systems that actually work,1,5,Codebase that actually runs,3,4,SemiAnalysis,5,Energy: We can't build power plants fast enough.,p(doom) is > 10%; we must pause giant runs.,homelab,,Yes
12/5/2025 21:15:50,88b98d74-69c8-d811-f579-989a94b26abe,Geoffrey Hinton,2,My Own Startup,3,Grid search and prayer,3,"Philosopher: abstract, first-principles reasoning",2,4,Deep theoretical insight,2,2,Zvi,3,Energy: We can't build power plants fast enough.,Solving protein folding is worth more than a better chatbot.,"cognitive science, experimental music, art films, spirituality ",theoretical mathematics,Yes
12/5/2025 21:30:25,ecae8e42-d38e-8c0e-78cf-1619e273b7ea,Ilya Sutskever,3,Anthropic,2,"Train now, analyze later",5,"Hacker: try stuff, see what sticks",1,5,New model architecture,4,2,The Dwarkesh Podcast,5,Data: We have run out of quality human text.,Inductive bias is not a dirty word.,"robotics, sci-fi",continual learning,Yes
12/5/2025 21:49:37,6682bd25-cef2-9e1e-68cc-ff754a26ebd7,Yann LeCun,1,Google DeepMind,5,Grid search and prayer,5,"Hacker: try stuff, see what sticks",3,4,Deep theoretical insight,3,2,Last Week in AI / AI News,1,"Intelligence: The models aren't actually smart, they just memorize.","If it doesn't fit on a single GPU, it doesn't exist.",,,Yes
12/5/2025 22:07:24,ef5efbe0-0ee4-46d5-9294-35431e350fc7,Fei‑Fei Li,3,Research lab at a top university,4,Careful tuning of every hyperparameter,4,"Curator: I love organizing, benchmarking, and visualizing",1,1,Deep theoretical insight,3,1,The Robot Brains,2,"Intelligence: The models aren't actually smart, they just memorize.",Scale is all you need.,"I like reading books, cooking, and probably doing nothing. ",Mainly computer vision and learning is my current field and I’m most interested in branching out to robot learning. ,Yes
12/5/2025 22:27:42,9774b76f-4c61-e3d0-aae6-8f6119840bfd,Demis Hassabis,4,Google DeepMind,4,Careful tuning of every hyperparameter,4,Synthesizer: I connect ideas from many fields,2,4,New model architecture,3,2,Machine Learning Street Talk,4,Data: We have run out of quality human text.,"We are hitting the data wall, reasoning is the new frontier.",Enjoy life by adding own built things.,NLP and want to integrate with medical field.,Yes
12/5/2025 22:42:19,3ed674ff-8c63-5ae3-6e0a-76a8a615ad5b,Alec Radford,3,Mid-sized Startup,2,"Train now, analyze later",4,Synthesizer: I connect ideas from many fields,1,5,Deep theoretical insight,2,5,None,3,"Intelligence: The models aren't actually smart, they just memorize.",Inductive bias is not a dirty word.,Music producer. I’m also interested in understanding intelligence; I do believe understanding intelligence has a major part outside of fitting distributions,Audio understanding and generation at the moment. I’m looking to branch out into more general AI in LLM and CV fields; I’m also looking to get into robotics. I want to be involved in every major modality and be free in doing research while being strategic about resources.,Yes
12/5/2025 23:35:52,89245a3f-3e25-181c-a025-7e762c65c4b8,Demis Hassabis,2,My Own Startup,3,Grid search and prayer,4,"Hacker: try stuff, see what sticks",1,4,Deep theoretical insight,4,3,Machine Learning Street Talk,4,"Intelligence: The models aren't actually smart, they just memorize.",Solving protein folding is worth more than a better chatbot.,Business,"Diffusion models, would like to get into cognitive neural modeling and multimodal models",Yes
12/5/2025 23:48:13,1012cbc8-ef81-75d6-7347-e59fd062a7cf,Andrej Karpathy,1,Research lab at a top university,3,Grid search and prayer,4,"Hacker: try stuff, see what sticks",3,1,Deep theoretical insight,2,2,The Dwarkesh Podcast,3,"Intelligence: The models aren't actually smart, they just memorize.",Solving protein folding is worth more than a better chatbot.,"Music, Movies",AI for Energy Systems,Yes
12/6/2025 0:25:02,7db5b00a-4c5f-c27c-93b2-4adb846f256e,Kaiming He,1,Google DeepMind,2,Copy whatever works on Twitter,3,Engineer: build systems that actually work,4,2,Deep theoretical insight,2,4,Interconnects,1,Data: We have run out of quality human text.,Scale is all you need.,"reading, psychology, friends","AI safety, also interested in getting inspiration from social sciences",Yes
12/6/2025 0:55:00,84d4cf86-4f0a-df9c-4235-8b54834e8308,Dario Amodei,5,OpenAI,3,"Write the paper first, train when the rebuttal comes",3,"Philosopher: abstract, first-principles reasoning",3,3,Meme-worthy figures,4,3,The Dwarkesh Podcast,3,Energy: We can't build power plants fast enough.,Scale is all you need.,AGI,AGI,"Yes, No"
12/6/2025 7:21:28,3103459b-a6b8-8e82-369f-9a3c24425b6a,Demis Hassabis,3,Anthropic,3,Careful tuning of every hyperparameter,4,Synthesizer: I connect ideas from many fields,2,4,Deep theoretical insight,2,2,Machine Learning Street Talk,4,Data: We have run out of quality human text.,Scale is all you need.,"Hiking, mountaineering, tennis, running",I research biological foundation models and I want to branch out into materials science,Yes
12/6/2025 7:38:55,12e36f0b-5eaa-c2bc-3b12-3d4a945f7ccc,Richard Sutton,1,My Own Startup,3,Copy whatever works on Twitter,5,"Philosopher: abstract, first-principles reasoning",3,4,Codebase that actually runs,4,3,None,2,Data: We have run out of quality human text.,Inductive bias is not a dirty word.,"Performing arts: comedy, theatre, singing",Current field is broadly interpretability. I want to  branch out to reasoning.,Yes
12/6/2025 9:32:20,da74331e-c48d-30de-94c3-481100de6fdb,Ilya Sutskever,1,Research lab at a top university,3,"Train now, analyze later",3,"Hacker: try stuff, see what sticks",4,5,Deep theoretical insight,3,1,The Dwarkesh Podcast,2,"Intelligence: The models aren't actually smart, they just memorize.","If it doesn't fit on a single GPU, it doesn't exist.","Gym, drums, trekking, reading fantasy and scifi ","Natural language processing, wanna branch into biochemistry ml",Yes
12/6/2025 9:50:53,e469ef50-e25b-0568-ba80-f87ad3de1c45,Liang Wenfeng,4,My Own Startup,2,"Train now, analyze later",4,"Hacker: try stuff, see what sticks",2,2,New model architecture,3,4,Latent Space,5,Data: We have run out of quality human text.,"We are hitting the data wall, reasoning is the new frontier.",,,
12/6/2025 10:22:15,492049c9-8854-b372-f044-86003af350f4,Alec Radford,2,Google DeepMind,3,"Train now, analyze later",4,Engineer: build systems that actually work,1,5,Deep theoretical insight,2,2,The Dwarkesh Podcast,5,Compute: NVIDIA doesn't make enough H100s/Blackwells.,Scale is all you need.,Movies,"NLP, RL",No
12/6/2025 11:34:56,1a884f75-50de-303e-fd1d-41fe070d902b,Demis Hassabis,5,Anthropic,2,Copy whatever works on Twitter,3,Theorist: math is the real lens of truth,3,2,Deep theoretical insight,4,4,Zvi,5,Energy: We can't build power plants fast enough.,Scale is all you need.,"Russian authors, skating, any and all forms of music ",Theoretical scaling laws; probably low-precision linear algebra is what I’d want to explore better ,"Yes, No"
12/6/2025 12:12:25,1e6d7f4d-5eec-8c6f-5df2-c825b8fd7e30,Geoffrey Hinton,2,My Own Startup,3,"Train now, analyze later",3,"Hacker: try stuff, see what sticks",3,4,Deep theoretical insight,2,2,None,4,"Intelligence: The models aren't actually smart, they just memorize.",Solving protein folding is worth more than a better chatbot.,"Meditation, Gym, Reading, Movies","Statistical Machine Learning, Want to shift towards applied diffusion models",Yes
